Name,ID,Elevation_ft,Latitude,Longitude,HUC
Adin Mtn,"301	",6190,41.23583,-120.79192,"180200021403	"
Agnew Pass,"AGP	",9450,37.724,-119.143,"180400060401	"
Agua Canyon,"907	",8900,37.52217,-112.27118,"160300020301	"
Aiken Lake,"4A30P	",3481,56.43333,-125.73333,"	"
Albro Lake,"916	",8300,45.59723,-111.95902,"100200050701	"
Alexander Lake,"1267	",160,61.74967,-150.88967,"190205051106	"
Alpha,"ALP	",7600,38.805,-120.215,"180201290204	"
Alpine Meadows,"908	",3500,47.77957,-121.69847,"171100100501	"
American Creek,"1189	",1050,64.78969,-141.23376,"190705050504	"
Anchor River Divide,"1062	",1653,59.85972,-151.315,"190203010701	"
Anchorage Hillside,"1070	",2080,61.11483,-149.66683,"190204010601	"
Aneroid Lake #2,"302	",7400,45.21328,-117.19258,"170601050101	"
Annie Springs,"1000	",6010,42.87007,-122.16518,"180102030101	"
Apishapa,"303	",10000,37.33062,-105.06749,"110200060406	"
Arapaho Ridge,"1030	",10960,40.35098,-106.38142,"140100010604	"
Arbuckle Mtn,"304	",5770,45.19085,-119.25392,"170702020604	"
Atlanta Summit,"306	",7580,43.7569,-115.23907,"170501110204	"
Azure,"1E08P	",5331,52.58333,-119.71667,"	"
Badger Pass,"307	",6900,48.13088,-113.02317,"100302010201	"
Baker Butte,"308	",7300,34.4566,-111.40643,"150602030206	"
Baker Butte Smt,"1140	",7700,34.45547,-111.38272,"150602030103	"
Bald Mtn.,"309	",9380,44.8007,-107.84442,"100800100501	"
Baldy,"310	",9125,33.97883,-109.50344,"150200010203	"
Banfield Mountain,"311	",5600,48.5712,-115.44573,"170101011202	"
Banner Summit,"312	",7040,44.30342,-115.23447,"170501200202	"
Bar M,"1212	",6393,34.86136,-111.60503,"150602020601	"
Barker Lakes,"313	",8250,46.09713,-113.13038,"170102010304	"
Barkerville,"1A03P	",4865,53.05,-121.48333,"	"
Barnes Creek,"2B06P	",5233,50.06667,-118.35,"170200010305	"
Base Camp,"314	",7060,43.94019,-110.44544,"170401010304	"
Basin Creek,"315	",7180,45.79737,-112.52047,"170102010201	"
Bateman,"316	",9300,36.51216,-106.32129,"130201020901	"
Battle Mountain,"317	",7440,41.05413,-107.26609,"140500030109	"
Beach Meadows,"BCH	",7650,36.127,-118.293,"180300010403	"
Beagle Springs,"318	",8850,44.47147,-112.98191,"100200010501	"
Bear Basin,"319	",5350,44.95222,-116.14293,"170602100104	"
Bear Canyon,"320	",7900,43.74367,-113.93797,"170402180101	"
Bear Creek,"321	",8040,41.83384,-115.45278,"170501020301	"
Bear Grass,"1166	",4720,44.3253,-122.0938,"170900040203	"
Bear Lake,"322	",9500,40.31118,-105.64483,"101900060201	"
Bear Mountain,"323	",5400,48.30577,-116.07448,"170102131202	"
Bear River,"1061	",9080,40.06153,-107.00955,"140500010102	"
Bear River RS,"992	",8777,40.8852,-110.8277,"160101010106	"
Bear Saddle,"324	",6180,44.60533,-116.98097,"170501241001	"
Bear Trap Meadow,"325	",8200,43.88743,-107.06135,"100902010205	"
Beartooth Lake,"326	",9360,44.94307,-109.56743,"100700060206	"
Beartown,"327	",11600,37.71409,-107.51212,"130100010104	"
Beaver Ck Village,"1041	",8500,39.59917,-106.51142,"140100030301	"
Beaver Creek,"328	",7850,44.94966,-111.35852,"100200070402	"
Beaver Dams,"329	",7990,39.13683,-111.55813,"160300040402	"
Beaver Divide,"330	",8280,40.61233,-111.09782,"160202030105	"
Beaver Head,"902	",7990,33.69144,-109.21657,"150601010107	"
Beaver Pass,"990	",3630,48.8793,-121.2555,"171100050605	"
Beaver Reservoir,"331	",5150,45.14532,-118.219,"170601040301	"
Beaver Spring,"1143	",9200,36.32678,-109.05711,"140802040401	"
Ben Lomond Peak,"332	",7689,41.37603,-111.94405,"160201020302	"
Ben Lomond Trail,"333	",5972,41.38291,-111.92103,"160201020302	"
Berry Creek,"334	",9377,39.31917,-114.62278,"160600081301	"
Berthoud Summit,"335	",11300,39.80392,-105.77789,"140100010202	"
Bettles Field,"1182	",640,66.91667,-151.53333,"190901012604	"
Bevans Cabin,"1214	",6520,40.46182,-112.25233,"160203040401	"
Big Bend,"336	",6898,41.76168,-115.6931,"170501040104	"
Big Creek Sum,"337	",8685,39.29148,-117.11506,"160401070303	"
Big Creek Summit,"338	",6560,44.62621,-115.79561,"170602080402	"
Big Flat,"339	",10349,38.30183,-112.35672,"160300070202	"
Big Flat,"BFL	",5100,41.08,-122.942,"180102110102	"
Big Goose,"931	",7990,44.57924,-107.20068,"100901010103	"
Big Meadow,"340	",8235,39.455,-119.9422,"160501020505	"
Big Meadows,"BIM	",7600,36.717,-118.842,"180300100403	"
Big Pine Creek,"BGP	",9800,37.128,-118.475,"180901020709	"
Big Red Mountain,"341	",6050,42.05257,-122.85487,"171003090301	"
Big Sandy Opening,"342	",9080,42.6458,-109.25965,"140401040101	"
Bigelow Camp,"343	",5130,42.07875,-123.34393,"171003090105	"
Billie Creek Divide,"344	",5280,42.40717,-122.26617,"180102030201	"
Bird Creek,"1155	",7537,39.46138,-114.64863,"160600081304	"
Bishop Pass,"BSH	",11200,37.1,-118.557,"180300100302	"
Bison Lake,"345	",10880,39.76487,-107.35681,"140100011401	"
Bisson Creek,"346	",4920,47.68389,-113.99901,"170102120602	"
Black Bear,"347	",8170,44.50832,-111.12803,"100200070202	"
Black Flat-U.M. Ck,"348	",9414,38.6799,-111.59765,"140700030101	"
Black Mesa,"1185	",11580,37.78972,-108.18365,"140300020103	"
Black Mountain,"1161	",8920,40.888,-105.66397,"101900070501	"
Black Pine,"349	",7210,46.414,-113.43095,"170102020203	"
Black Springs,"BLS	",6500,38.375,-120.192,"180400100303	"
Blackhall Mtn,"1119	",9820,41.05616,-106.71384,"101800020504	"
Blacks Fork Jct,"1162	",8869,40.95814,-110.5828,"140401070303	"
Blacks Mountain,"BLA	",7050,40.77,-121.198,"180200030607	"
Blacktail Mtn,"1144	",5650,47.98288,-114.3543,"170102080302	"
Blackwall Peak,"2G03P	",6345,49.08333,-120.76667,"170200070205	"
Blackwater,"350	",9780,44.37667,-109.79333,"100800120209	"
Blazed Alder,"351	",3650,45.4287,-121.85605,"170800010102	"
Blewett Pass,"352	",4240,47.35037,-120.6796,"170200110501	"
Blind Bull Sum,"353	",8650,42.964,-110.60973,"140401010402	"
Blind Park,"354	",6890,44.10772,-103.97688,"101201100104	"
Bloods Creek,"BLD	",7200,38.45,-120.033,"180400100301	"
Bloody Dick,"355	",7600,45.16507,-113.50099,"100200011002	"
Blue Canyon,"BLC2	",5280,39.276,-120.708,"180201280105	"
Blue Lakes,"356	",8067,38.608,-119.92437,"180400120101	"
Blue Mountain Spring,"357	",5870,44.24767,-118.51722,"170501160104	"
Bobs Hollow,"1278	",9319,38.94569,-112.15349,"160300051401	"
Bogus Basin,"978	",6340,43.76377,-116.09685,"170501220201	"
Bonanza King,"BNK	",6450,41.083,-122.628,"180102110304	"
Bone Springs Div,"358	",9350,44.67888,-107.5811,"100800100102	"
Boss Mountain Mine,"1C20P	",4846,52.1,-120.86667,"	"
Bostetter R.S.,"359	",7500,42.16442,-114.19272,"170402120201	"
Boulder Mountain,"360	",7950,46.5596,-111.28973,"100301030501	"
Bourne,"361	",5850,44.83052,-118.18787,"170502030101	"
Bowman Springs,"362	",4530,45.36428,-118.46715,"170701030401	"
Box Canyon,"363	",6670,45.2719,-110.24903,"100700020902	"
Box Creek,"364	",9853,38.50809,-112.01856,"160300020106	"
Box Springs,"1156	",9228,38.49746,-112.00779,"160300020107	"
Brackett Creek,"365	",7320,45.89107,-110.93851,"100700030403	"
Brenda Mines,"2F18P	",4767,49.85,-119.98333,"170200060808	"
Brian Head,"1154	",10039,37.67994,-112.85674,"160300060201	"
Brighton,"366	",8766,40.59936,-111.58167,"160202040201	"
Bristlecone Trail,"1111	",8890,36.31575,-115.69543,"150100150206	"
Brooklyn Lake,"367	",10240,41.35885,-106.23209,"101800100502	"
Brown Duck,"368	",10574,40.58102,-110.58587,"140600030604	"
Brown Top,"1080	",5830,48.92755,-121.19713,"171100050601	"
Brumley,"369	",10600,39.08766,-106.5417,"110200010101	"
Brundage Reservoir,"370	",6250,45.04315,-116.13253,"170602100104	"
Buck Flat,"371	",9409,39.134,-111.43722,"140600090302	"
Buck Pasture,"1192	",9632,40.84456,-110.66068,"140401070301	"
Buckboard Flat,"1153	",8924,37.86943,-109.44717,"140802030103	"
Buckinghorse,"1107	",4870,47.7086,-123.45747,"171100200501	"
Bucks Lake,"BKL	",5750,39.85,-121.242,"180201230702	"
Buckskin Joe,"938	",11150,39.3035,-106.11307,"101900010102	"
Buckskin Lower,"373	",6930,41.75067,-117.53182,"160401090502	"
Buffalo Park,"913	",9240,40.22861,-106.59528,"140100010706	"
Bug Lake,"374	",7987,41.68541,-111.41987,"160102010102	"
Bumping Ridge,"375	",4610,46.81003,-121.33058,"170300020105	"
Bunchgrass Mdw,"376	",5000,48.68688,-117.17633,"170102160401	"
Burgess Junction,"377	",7880,44.78765,-107.52917,"100901010202	"
Burnside Lake,"1051	",8129,38.71943,-119.8942,"160502010107	"
Burnt Bridge Creek,"3C08P	",4360,52.46667,-126.23333,"	"
Burnt Mountain,"942	",4170,47.0444,-121.94032,"171100140103	"
Burnt Mtn,"981	",5880,45.2401,-109.45961,"100700060802	"
Burro Mountain,"378	",9400,39.87505,-107.59853,"140500050302	"
Burroughs Creek,"379	",8750,43.69733,-109.67021,"100800010102	"
Burts Miller Ranch,"1135	",8000,40.98492,-110.85075,"160101010105	"
Butte,"380	",10160,38.89433,-106.953,"140200010206	"
Calamity,"1109	",2500,45.90362,-122.21633,"170800020603	"
Calvert Creek,"381	",6430,45.8838,-113.32553,"100200040801	"
Camas Creek Divide,"382	",5710,43.26548,-115.3453,"170402200101	"
Camp Jackson,"383	",8858,37.81333,-109.48723,"140802010301	"
Canyon,"384	",7870,44.71961,-110.51084,"100700010705	"
Caples Lake,"CAP	",8000,38.71,-120.042,"180201290101	"
Carrot Basin,"385	",9000,44.96192,-111.29403,"100200080105	"
Carson Pass,"1067	",8360,38.6927,-120.0022,"180201290101	"
Casa Vieja Meadows,"CSV	",8300,36.2,-118.268,"180300010401	"
Cascade,"386	",8880,37.65083,-107.80602,"140801040201	"
Cascade #2,"387	",8920,37.658,-107.80268,"140801040201	"
Cascade Mountain,"1039	",7774,40.283,-111.60992,"160202030505	"
Cascade Summit,"388	",5100,43.59042,-122.0601,"170900010301	"
Casper Mtn.,"389	",7900,42.73389,-106.31861,"101800070804	"
Castle Creek,"1130	",8400,43.6748,-109.3774,"100800010401	"
Castle Valley,"390	",9607,37.66098,-112.74093,"160300010201	"
Cave Mountain,"1152	",10578,39.16337,-114.6133,"160600080402	"
Cayuse Pass,"1085	",5240,46.86954,-121.5343,"171100140301	"
Cedar Kiteen,"4B18P	",2992,55.15,-128.7,"	"
Cedar Pass,"391	",7030,41.58233,-120.3025,"180200020603	"
Celista Mountain,"1F06P	",5030,51.4,-118.98333,"	"
Chagoopa Plateau,"CHP	",10300,36.497,-118.442,"180300010203	"
Chalender,"1139	",7100,35.26247,-112.06231,"150602020305	"
Chalk Creek #1,"392	",9171,40.85464,-111.04765,"160201010301	"
Chalk Creek #2,"393	",8208,40.88529,-111.06954,"160201010301	"
Chamita,"394	",8400,36.95636,-106.65682,"130201020204	"
Chapman Tunnel,"1101	",10110,39.26217,-106.62931,"140100040504	"
Chemult Alternate,"395	",4850,43.22625,-121.80662,"180102010201	"
Chepeta,"396	",10499,40.77458,-110.0105,"140600031202	"
Chilkoot Meadow,"CHM	",7150,37.41,-119.49,"180400061101	"
Chilliwack River,"1D17P	",5318,49.01667,-121.7,"171100010206	"
Chisana,"1093	",3320,62.069,-142.049,"190803010305	"
Chocolate Gulch,"895	",6310,43.7685,-114.41812,"170402190301	"
Cinnabar Park,"1046	",9574,41.23837,-106.23095,"101800100503	"
Clackamas Lake,"398	",3400,45.09658,-121.75443,"170900110301	"
Clayton Springs,"983	",10049,37.9725,-111.83355,"160300020501	"
Clear Creek #1,"399	",8975,39.86671,-111.28363,"160202020102	"
Clear Creek #2,"400	",7837,39.89275,-111.25154,"160202020102	"
Clear Lake,"401	",3810,45.18832,-121.6916,"170703060901	"
Cloud Peak Reservoir,"402	",9860,44.40343,-107.06057,"100902060301	"
Clover Meadow,"403	",8600,45.01788,-111.8456,"100200070803	"
Cochetopa Pass,"1059	",10020,38.16283,-106.59883,"130100040203	"
Cold Springs,"405	",9630,43.27676,-109.44585,"100800010702	"
Cold Springs Camp,"406	",5940,42.53305,-122.17683,"180102030202	"
Coldfoot,"958	",1040,67.25333,-150.183,"190901010604	"
Cole Canyon,"982	",5910,44.48632,-104.41057,"101202030302	"
Cole Creek,"407	",7850,45.19405,-109.34548,"100700060801	"
Columbine,"408	",9160,40.3948,-106.60408,"101800010102	"
Columbine Pass,"409	",9400,38.41795,-108.38249,"140200050202	"
Columbus Basin,"904	",10785,37.44147,-108.02445,"140801050101	"
Combination,"410	",5600,46.46523,-113.39358,"170102020401	"
Cool Creek,"411	",6280,46.76361,-115.29528,"170603070702	"
Cooper Lake,"959	",1200,60.39027,-149.6936,"190203021205	"
Copeland Lake,"412	",8600,40.20778,-105.56861,"101900050202	"
Copper Bottom,"413	",5200,47.05678,-112.595,"170102030103	"
Copper Camp,"414	",6950,47.08158,-112.72955,"170102030103	"
Copper Mountain,"415	",10550,39.48954,-106.17095,"140100020302	"
Coronado Trail,"416	",8400,33.80392,-109.15282,"150400040501	"
Corral,"1236	",8207,39.65795,-110.37906,"140600070903	"
Corral Canyon,"417	",8445,40.27551,-115.54017,"160401030401	"
Corral Pass,"418	",5800,47.01872,-121.46464,"171100140307	"
Cottonwood Creek,"419	",7670,42.6459,-110.81482,"170401050102	"
Cottonwood Lakes,"CWD	",10150,36.483,-118.177,"180901030404	"
Cougar Mountain,"420	",3200,47.27666,-121.67138,"171100130202	"
County Line,"422	",4830,45.19107,-118.55015,"170601040202	"
Cozy Cove,"423	",5400,44.28846,-115.65508,"170501200403	"
Crab Creek,"424	",6900,44.437,-111.99384,"170402140108	"
Crater Meadows,"425	",5960,46.56394,-115.28903,"170603070502	"
Crazyman Flat,"1010	",6180,42.6381,-120.94917,"180102020101	"
Crescent Lake #1,"2002	",980,45.41667,-93.95,"070102030503	"
Crosho,"426	",9100,40.16745,-107.0575,"140500010106	"
Crow Creek,"1045	",8330,41.2287,-105.38278,"101900090104	"
Crowder Flat,"977	",5170,41.89318,-120.75202,"180102040103	"
Crystal Lake,"427	",6050,46.78942,-109.51205,"100401030204	"
Css Lab,"428	",6894,39.32565,-120.36807,"180201250602	"
Culebra #2,"430	",10500,37.20945,-105.19959,"130100020902	"
Cumbres Trestle,"431	",10040,37.01878,-106.45179,"130201020203	"
Currant Creek,"432	",7915,40.35747,-111.08993,"140600040401	"
Daisy Peak,"919	",7600,46.66858,-110.33022,"100402010106	"
Daly Creek,"433	",5780,46.18367,-113.8533,"170102050901	"
Daly Lake,"434	",3690,44.52147,-122.08718,"170900060101	"
Dana Meadows,"DAN	",9800,37.897,-119.257,"180400090102	"
Daniels-Strawberry,"435	",8008,40.2953,-111.25677,"140600040101	"
Darkhorse Lake,"436	",8945,45.17367,-113.58448,"100200040301	"
Deadman Creek,"437	",6450,46.79279,-110.67545,"100301030401	"
Deadman Creek,"DDM	",9250,38.332,-119.653,"180400100203	"
Deadman Hill,"438	",10220,40.80571,-105.76993,"101900070502	"
Deadwood Summit,"439	",6860,44.54514,-115.5638,"170501200401	"
Deer Park,"923	",9700,42.59076,-108.90273,"100800030101	"
Derr.,"440	",5850,44.4465,-119.93012,"170703040401	"
Devils Postpile,"DPO	",7569,37.629,-119.085,"180400060402	"
Diamond Lake,"442	",5280,43.18787,-122.14003,"171003010204	"
Diamond Peak,"443	",8017,39.56361,-115.84421,"160600051503	"
Dills Camp,"444	",9228,39.04554,-111.46875,"140700020201	"
Disaster Peak,"445	",6260,41.96737,-118.18934,"160402010201	"
Dismal Swamp,"446	",7360,41.99127,-120.18033,"171200070304	"
Divide,"448	",7800,44.79317,-112.05645,"100200030102	"
Divide Peak,"449	",8880,41.30398,-107.15241,"140500030203	"
Dollarhide Summit,"450	",8420,43.6025,-114.67417,"170402190201	"
Dome Lake,"451	",8880,44.57462,-107.29537,"100901010102	"
Dome Mountain,"1A19P	",5801,53.61667,-121.01667,"	"
Donkey Reservoir,"452	",9799,38.2084,-111.47412,"140700030305	"
Dorsey Basin,"453	",7903,40.89343,-115.21104,"160401010604	"
Draw Creek,"454	",7285,41.66198,-115.32397,"160401010403	"
Dry Bread Pond,"455	",8302,41.41289,-111.5377,"160102030101	"
Dry Creek,"1243	",6555,40.8638,-115.22014,"160401010601	"
Dry Fork,"906	",7093,40.56533,-112.17343,"160202040106	"
Dry Lake,"457	",8400,40.53397,-106.7813,"140500010409	"
Dungeness,"943	",4010,47.87224,-123.0788,"171100200301	"
Dupuyer Creek,"458	",5750,48.06341,-112.7573,"100302010501	"
EF Blacks Fork GS,"1163	",9360,40.88472,-110.54056,"140401070302	"
East Boulder Mine,"1105	",6335,45.50381,-110.08019,"100700020701	"
East Creek,"2D08P	",6575,50.63333,-116.91667,"170101090000	"
East Rim Divide,"460	",7930,43.13097,-110.2023,"170401030203	"
East Willow Creek,"461	",8302,39.31213,-109.53179,"140600060205	"
Easy Pass,"998	",5270,48.85933,-121.43895,"171100010101	"
Ebbetts Pass,"462	",8661,38.5497,-119.80468,"160502010104	"
Echo Lake,"936	",10600,39.65627,-105.59345,"101900020801	"
Echo Peak,"463	",7653,38.849,-120.0795,"160501010303	"
Eilertson Meadows,"464	",5510,44.86887,-118.11387,"170502030404	"
El Diente Peak,"465	",10000,37.78617,-108.02155,"140300020202	"
Elbow Lake,"910	",3040,48.69092,-121.90893,"171100040401	"
Elk Butte,"466	",5690,46.83998,-116.12233,"170603080701	"
Elk Cabin,"921	",8210,35.7043,-105.80675,"130202010102	"
Elk Peak,"1106	",7600,46.4845,-110.7125,"100402010203	"
Elk River,"467	",8700,40.84781,-106.96871,"140500010206	"
Elkhart Park G.S.,"468	",9400,43.00657,-109.75893,"140401020103	"
Elkhead Divide,"1252	",8780,40.79649,-107.10122,"140500010601	"
Elliot Ridge,"1120	",10520,39.864,-106.4246,"140100020602	"
Emery Creek,"469	",4350,48.43412,-113.93725,"170102090703	"
Emigrant Springs,"470	",3800,45.55808,-118.45383,"170701030501	"
Emigrant Summit,"471	",7390,42.36055,-111.56085,"160102020206	"
Evening Star,"472	",9200,44.65258,-109.78422,"100700060301	"
Exit Glacier,"1092	",400,60.19033,-149.62117,"190202020508	"
Fairbanks F.O.,"1174	",450,64.85,-147.8,"190803060907	"
Fallen Leaf,"473	",6242,38.93403,-120.0545,"160501010401	"
Farewell Gap,"FRW	",9500,36.412,-118.583,"180300070202	"
Farmington,"474	",7902,40.97462,-111.80975,"160201020502	"
Farmington Lower,"1054	",6779,40.992,-111.81702,"160201020502	"
Farnsworth Lake,"475	",9623,38.77246,-111.67662,"160300030405	"
Fawn Creek,"476	",7031,41.82098,-116.10153,"170501040304	"
Fielding Lake,"1268	",3000,63.20267,-145.6305,"190803040302	"
Fish Creek,"477	",7660,42.70992,-118.6321,"171200030107	"
Fish Lake,"478	",3430,47.53565,-121.08553,"170300010102	"
Fish Lake Utah,"1149	",8798,38.50455,-111.76693,"140700030108	"
Fish Lk.,"479	",4660,42.3801,-122.34943,"171003070801	"
Fisher Creek,"480	",9100,45.06235,-109.94488,"100700060202	"
Five Points Lake,"481	",10943,40.71785,-110.46721,"140600030701	"
Flattop Mtn.,"482	",6300,48.80225,-113.85713,"170102070501	"
Floe Lake,"2C14P	",6923,51.05,-116.13333,"170101070000	"
Flower Mountain,"1285	",2510,59.39617,-136.28123,"190103031206	"
Fool Creek,"1186	",11150,39.8687,-105.8675,"140100010203	"
Forestdale Creek,"1049	",8017,38.68245,-119.9597,"160502010301	"
Forni Ridge,"FRN	",7600,38.805,-120.213,"180201290302	"
Fort Valley,"1121	",7350,35.26806,-111.74486,"150200150102	"
Four Trees,"FOR	",5150,39.813,-121.321,"180201210801	"
Fourmile Lake,"483	",5970,42.43933,-122.2288,"180102030202	"
Franklin Basin,"484	",8140,42.0505,-111.6012,"160102020501	"
Fredonyer Peak,"1277	",7208,40.68799,-120.60805,"180800030304	"
Fremont Pass,"485	",11400,39.37991,-106.19681,"140100020301	"
Frisco Divide,"486	",8000,33.73646,-108.94502,"150400040303	"
Frohner Meadow,"487	",6480,46.43545,-112.19277,"100301011305	"
Fry,"488	",7200,35.07297,-111.84374,"150602020501	"
Fry Canyon,"1262	",6798,41.57022,-115.93645,"160401020101	"
GBRC HQ,"1221	",8801,39.32019,-111.48827,"160300040307	"
GBRC Meadows,"1222	",9858,39.30229,-111.45383,"160300040307	"
Galena,"489	",7470,43.87722,-114.6725,"170402190101	"
Galena AK,"429	",410,64.69662,-156.71497,"190902051104	"
Galena Summit,"490	",8780,43.87497,-114.71363,"170402190101	"
Gallegos Peak,"491	",9800,36.19446,-105.55795,"130201010502	"
Garden City Summit,"1114	",7705,41.9215,-111.4693,"160102010106	"
Gardner Peak,"1066	",8322,37.40083,-113.45988,"150100080701	"
Garfield R.S.,"492	",6560,43.6104,-113.9308,"170402210301	"
Garita Peak,"1173	",10160,36.005,-106.54838,"130202020201	"
Garver Creek,"918	",4250,48.97523,-115.81915,"170101030202	"
Gem Pass,"GEM	",10750,37.78,-119.17,"180901010301	"
George Creek,"1151	",8964,41.91562,-113.41154,"170402100401	"
Gerber Reservoir,"945	",4890,42.2062,-121.1334,"180102040508	"
Gianelli Meadow,"GNL	",8400,38.205,-119.892,"180400100501	"
Giant Forest,"GNF	",6650,36.562,-118.765,"180300070402	"
Gin Flat,"GIN	",7050,37.767,-119.773,"180400090701	"
Giveout,"493	",6930,42.4132,-111.1663,"160102010401	"
Glacial Ridge,"2050	",1125,47.71667,-96.26667,"090203030503	"
Glen Cove,"1057	",11460,38.87583,-105.07367,"110200030201	"
Golconda,"1195	",6616,40.88358,-117.58812,"160401080102	"
Gold Axe Camp,"1159	",5360,48.9516,-118.9864,"170200021204	"
Gold Center,"494	",5410,44.7638,-118.3117,"170702020202	"
