Name,ID,Elevation_ft,Latitude,Longitude,HUC
Peterson Flat,"PET	",7150,41.302,-122.528,"180102110201	"
Peterson Meadows,"930	",7200,46.12588,-113.30792,"170102020101	"
Phantom Valley,"688	",9030,40.39937,-105.84757,"140100010302	"
Phillips Bench,"689	",8200,43.51687,-110.91258,"170401030504	"
Pickfoot Creek,"690	",6650,46.57978,-111.26832,"100301030501	"
Pickle Keg,"691	",9020,39.01219,-111.58259,"160300030402	"
Pierce R.S.,"1142	",3080,46.49597,-115.7957,"170603060401	"
Pigtail Peak,"692	",5800,46.62153,-121.38643,"170300020301	"
Pike Creek,"693	",5930,48.30305,-113.32868,"100302010103	"
Pilot Peak,"PLP	",6800,39.786,-120.875,"180201230601	"
Pine Creek,"694	",8734,38.88185,-112.24915,"160300051307	"
Pine Creek Pass,"695	",6720,43.56998,-111.21157,"170402040101	"
Pine Pass,"4A02P	",4547,55.35,-122.63333,"	"
Pinto Rock,"1263	",4440,46.32318,-121.94219,"170800040405	"
Placer Basin,"696	",8830,45.41905,-110.08844,"100700020701	"
Pocket Creek,"1133	",9360,42.7121,-109.4112,"140401020505	"
Poison Flat,"697	",7736,38.50576,-119.62624,"160502010102	"
Poison Ridge,"PSR	",6900,37.403,-119.52,"180400061101	"
Pole Canyon,"1244	",7760,40.86293,-115.12067,"160600071101	"
Pole Creek R.S.,"698	",8360,41.87255,-115.24713,"170501021002	"
Poorman Creek,"932	",5100,48.12672,-115.62333,"170101011301	"
Pope Ridge,"699	",3590,47.9909,-120.56622,"170200100204	"
Porcupine,"700	",6500,46.11192,-110.4696,"100700030303	"
Porphyry Creek,"701	",10760,38.48884,-106.33965,"140200030105	"
Port Graham,"987	",300,59.35065,-151.84768,"190203011208	"
Porter Canyon,"2170	",7187,39.46544,-117.62069,"160600020102	"
Potato Hill,"702	",4510,46.34963,-121.51435,"170800040303	"
Powder River Pass,"703	",9480,44.16188,-107.12622,"100800080304	"
Prairie,"704	",4800,43.50513,-115.573,"170501131103	"
Promontory,"705	",7930,34.36824,-111.01084,"150200080306	"
Pulpit Lake,"4A09P	",4367,57.53333,-126.73333,"	"
Quaking Aspen,"QUA	",7200,36.122,-118.545,"180300060101	"
Quartz Mountain,"706	",5720,42.31923,-120.82533,"180102020404	"
Quartz Peak,"707	",4700,47.87927,-117.08938,"170103080302	"
Quemazon,"708	",9500,35.92244,-106.39203,"130201011303	"
Rabbit Ears,"709	",9400,40.36783,-106.74038,"140500010402	"
Ragged Mountain,"1081	",4210,47.85583,-117.03667,"170103050302	"
Railroad Overpass,"710	",2680,43.65887,-122.21272,"170900010302	"
Rainbow Canyon,"1110	",7860,36.2493,-115.62972,"150100150301	"
Rainy Pass,"711	",4890,48.51865,-120.7358,"171100050503	"
Rattlesnake,"RTL	",6100,40.125,-121.043,"180201220901	"
Rawah,"1032	",9020,40.7075,-106.0076,"101800010603	"
Red Hill,"712	",4410,45.4643,-121.70428,"170701050505	"
Red Mountain Pass,"713	",11200,37.8918,-107.71342,"140801040103	"
Red Pine Ridge,"714	",8988,39.45197,-111.27221,"140600090202	"
Red River Pass #2,"715	",9850,36.69925,-105.34125,"130201010301	"
Red Rock Mountain,"RRM	",6700,41.023,-122.885,"180102110501	"
Redden Mine Lwr,"1225	",8532,40.67505,-111.21765,"160201010103	"
Redfish Creek,"2D14P	",6844,49.68333,-117.08333,"170101041810	"
Rees Flat,"1217	",7206,39.49667,-111.72508,"160300050202	"
Reno Hill,"716	",8400,42.57111,-106.08889,"101800070901	"
Revolution Creek,"1A17P	",5499,53.78333,-120.36667,"	"
Rex River,"911	",3810,47.30218,-121.60475,"171100120102	"
Reynolds Creek,"2029	",5600,43.28863,-116.8431,"170501030604	"
Rice Park,"933	",8460,35.23333,-108.26667,"130202070203	"
Rio Santa Barbara,"1254	",10664,36.07192,-105.62947,"130201010905	"
Ripple Creek,"717	",10340,40.10812,-107.29411,"140500050102	"
Roach,"718	",9700,40.87502,-106.04603,"101800100106	"
Roaring River,"719	",4950,43.90098,-122.03063,"170900040302	"
Robbs Powerhouse,"BLC	",5150,38.903,-120.375,"180201290203	"
Robbs Saddle,"RBB	",5900,38.912,-120.378,"180201290203	"
Robinson Cow Camp,"RCC	",6480,39.623,-120.678,"180201250102	"
Rock Creek,"720	",7886,40.54875,-110.69292,"140600030304	"
Rock Creek Lakes,"RCK	",9700,37.458,-118.735,"180901020301	"
Rock Springs,"721	",5290,44.00883,-118.83842,"170501160204	"
Rocker Peak,"722	",8000,46.35613,-112.26176,"100200060302	"
Rocky Basin-Settleme,"723	",8704,40.44293,-112.22377,"160203040401	"
Rocky Boy,"917	",4700,48.17478,-109.64728,"100500040101	"
Rough And Tumble,"939	",10360,39.03333,-106.08333,"101900010202	"
Rubicon #2,"724	",7619,38.99927,-120.13139,"160501010402	"
S Fork Shields,"725	",8100,46.0896,-110.43363,"100700030301	"
Sacajawea,"929	",6550,45.87395,-110.92783,"100700030403	"
Saddle Mountain,"726	",3110,45.54477,-123.37315,"170900100201	"
Saddle Mtn.,"727	",7940,45.69259,-113.96828,"170102050502	"
Sage Creek Basin,"1015	",7850,41.401,-107.25717,"101800020802	"
Saint Elmo,"1100	",10540,38.69978,-106.36801,"110200010501	"
Salmon Meadows,"728	",4460,48.65518,-119.8383,"170200062003	"
Salt Creek Falls,"729	",4220,43.61193,-122.11758,"170900010301	"
Salt River Summit,"730	",7640,42.5075,-110.9099,"170401050101	"
San Antonio Sink,"1172	",9100,36.8622,-106.22502,"130100050301	"
Sand Flat,"SDF	",6750,41.35,-122.246,"180200050103	"
Sand Lake,"731	",10050,41.46257,-106.28107,"101800040101	"
Sandstone RS,"732	",8150,41.11172,-107.1706,"140500030208	"
Santa Fe,"922	",11445,35.76694,-105.78333,"130202010102	"
Santaquin Meadows,"1280	",7835,39.92076,-111.71802,"160202010301	"
Santiam Jct.,"733	",3740,44.43503,-121.94502,"170900040201	"
Sargents Mesa,"1128	",11530,38.28555,-106.37069,"130100040306	"
Sasse Ridge,"734	",4340,47.38485,-121.06323,"170300010104	"
Satus Pass,"1231	",3960,45.98797,-120.67734,"170701060301	"
Savage Pass,"735	",6190,46.46633,-114.63333,"170603030208	"
Sawmill,"SWM	",10200,37.162,-118.562,"180901020601	"
Sawmill Ridge,"1068	",4640,47.15992,-121.42172,"171100130104	"
Sawtooth,"1251	",9620,40.13697,-105.58625,"101900050102	"
Schneider Meadows,"736	",5400,45.00107,-117.16522,"170502010603	"
Schneiders,"SCN	",8750,38.747,-120.068,"180201290301	"
Schofield Pass,"737	",10700,39.01522,-107.04877,"140100040701	"
Schwartz Lake,"915	",8630,44.84618,-113.83732,"170602040604	"
Schweitzer Basin,"738	",6090,48.37428,-116.63917,"170102150502	"
Scotch Creek,"739	",9100,37.64556,-108.00786,"140300020204	"
Scott Mountain,"SCT	",5900,41.272,-122.718,"180102080103	"
Secesh Summit,"740	",6540,45.18848,-115.97152,"170501230101	"
Sedgwick Peak,"741	",7850,42.52497,-111.95635,"170402080209	"
Seeley Creek,"742	",9904,39.31042,-111.43297,"140600090203	"
Seine Creek,"743	",2060,45.52688,-123.29857,"170900100203	"
Senorita Divide #2,"744	",8600,36.00198,-106.83348,"130202020102	"
Sentinel Butte,"1043	",4680,48.86133,-118.39843,"170200021705	"
Sevenmile Marsh,"745	",5700,42.69825,-122.14165,"180102030104	"
Seventysix Creek,"746	",7350,41.73732,-115.47215,"170501020108	"
Shanghi Summit,"747	",4600,46.56603,-115.74216,"170603070602	"
Sharkstooth,"1060	",10720,37.50357,-108.11373,"140300020206	"
Shedin Creek,"4B16P	",4331,55.85,-127.68333,"	"
Sheep Canyon,"748	",3990,46.19325,-122.25393,"170800050601	"
Sheep Mtn.,"749	",6650,43.2103,-111.68792,"170402050304	"
Sheldon,"750	",5865,41.90435,-119.44464,"171200080106	"
Shell Creek,"751	",9580,44.50012,-107.42947,"100800100101	"
Sherwin,"752	",3200,46.95028,-116.33972,"170103040703	"
Shimmy Lake,"SHM	",6400,41.008,-122.8,"180102110501	"
Short Creek,"753	",7000,44.97572,-111.95215,"100200030106	"
Shower Falls,"754	",8100,45.40125,-110.95758,"100200081001	"
Shuree,"1169	",10100,36.78778,-105.23999,"130201010102	"
Sierra Blanca,"1034	",10280,33.40472,-105.78722,"130600080103	"
Signal Peak,"755	",8360,32.92401,-108.14538,"150400010803	"
Silver Creek,"756	",5740,42.95615,-121.18123,"171200050206	"
Silver Creek Divide,"757	",9000,33.37106,-108.70618,"150400040605	"
Silver Lake,"SIL	",7100,38.678,-120.118,"180201290102	"
Silvies,"759	",6990,42.75333,-118.68785,"171200030201	"
Skalkaho Summit,"760	",7250,46.24212,-113.7725,"170102021003	"
Skate Creek,"1257	",3770,46.64336,-121.83044,"170800040505	"
Skookum Creek,"912	",3310,47.68433,-121.61007,"171100100503	"
Slate Creek,"SLT	",5700,41.045,-122.478,"180200050304	"
Sleeping Woman,"783	",6150,47.17902,-114.33368,"170102120708	"
Slide Canyon,"SLI	",9200,38.092,-119.43,"180400090501	"
Slug Creek Divide,"761	",7225,42.56248,-111.29797,"170402070201	"
Slumgullion,"762	",11560,37.9908,-107.20327,"140200020502	"
Smiley Mountain,"926	",9520,43.72718,-113.83402,"170402180102	"
Smith  Morehouse,"763	",7631,40.78931,-111.09192,"160201010203	"
Smith Ridge,"1167	",3270,44.30325,-122.04053,"170900040203	"
Snake River Station,"764	",6920,44.13361,-110.66917,"170401010402	"
Snow Mountain,"767	",6230,43.94885,-119.54013,"171200020501	"
Snow Mountain,"SNM	",5950,40.778,-121.782,"180200031102	"
Snowbird,"766	",9177,40.56914,-111.65852,"160202040202	"
Snowslide Canyon,"927	",9730,35.3416,-111.65058,"150200160201	"
Snyder Basin,"765	",8060,42.4949,-110.53203,"140401010906	"
Soldier Park,"1132	",8720,44.34847,-107.0136,"100902060103	"
Soldier R.S.,"769	",5740,43.48407,-114.82692,"170402200303	"
Somsen Ranch,"770	",6800,42.95275,-111.35933,"170402070101	"
Sonora Pass,"771	",8770,38.31021,-119.6003,"160503020104	"
Sourdough Gulch,"985	",4000,46.23718,-117.39438,"170601030202	"
South Brush Creek,"772	",8440,41.32943,-106.50248,"101800020303	"
South Colony,"773	",10800,37.96811,-105.53787,"110200011206	"
South Fork Bull Run,"925	",2690,45.44575,-122.03125,"170800010504	"
South Lake,"SLK	",9600,37.176,-118.562,"180901020601	"
South Mtn.,"774	",6500,42.76478,-116.90037,"170501080205	"
South Pass,"775	",9040,42.57317,-108.84325,"100800030101	"
Spencer Meadow,"776	",3400,46.1795,-121.92661,"170800020108	"
Spirit Lake,"777	",3520,46.26113,-122.1772,"170800050502	"
Spirit Lk,"1117	",10235,40.83868,-110.00527,"140401060501	"
Spratt Creek,"778	",6063,38.66627,-119.81741,"160502010107	"
Spring Creek,"2044	",580,61.65722,-149.12853,"190204020709	"
Spring Creek Divide,"779	",9000,42.52516,-110.66148,"140401011001	"
Spruce Springs,"984	",5700,46.18287,-117.54155,"170601030201	"
Spud Mountain,"780	",10660,37.69866,-107.77715,"140801040202	"
Spur Park,"781	",8100,46.77962,-110.62165,"100401030301	"
Spuzzum Creek,"1D19P	",3927,49.65,-121.65,"	"
Squamish Upper,"3A25P	",4551,50.15,-123.43333,"	"
Squaw Flat,"782	",6240,44.77091,-116.24805,"170501240401	"
Squaw Valley G.C.,"784	",8013,39.18986,-120.26576,"160501020202	"
St. Lawrence Alt,"786	",8620,43.03313,-109.17025,"100800020105	"
St. Leon Creek,"2B08P	",5978,50.43333,-117.7,"170200210000	"
Stahl Peak,"787	",6030,48.90902,-114.86298,"170101010801	"
Stampede Pass,"788	",3850,47.27427,-121.34162,"171100130103	"
Stanislaus Meadow,"SLM	",7750,38.505,-119.937,"180400100301	"
Starr Ridge,"789	",5250,44.26423,-119.02162,"171200020102	"
State Lakes,"STL	",10300,36.927,-118.574,"180300100305	"
State Line,"1258	",5680,41.98609,-120.71574,"180102040201	"
Steel Creek Park,"790	",10158,40.90862,-110.50462,"140401070203	"
Stevens Pass,"791	",3950,47.74607,-121.09288,"171100090102	"
Stickney Mill,"792	",7430,43.86117,-114.20902,"170402180303	"
Stillwater Creek,"793	",8720,40.22543,-105.91977,"140100010306	"
Stouts Meadow,"STM	",5400,41.17,-121.938,"180200040208	"
Strawberry,"794	",5770,42.12587,-120.8361,"180102040501	"
Strawberry Divide,"795	",8123,40.16483,-111.20665,"140600040103	"
Stringer Creek,"1009	",6550,46.9269,-110.90198,"100301030801	"
Stuart Mountain,"901	",7400,46.99523,-113.92664,"170102040102	"
Stump Lakes,"797	",11200,37.47621,-107.63295,"140801040702	"
Sucker Creek,"798	",8880,44.7225,-107.40033,"100901010203	"
Summer Rim,"800	",7080,42.6957,-120.80158,"180102020103	"
Summit Creek,"955	",1400,60.61713,-149.53128,"190203020401	"
Summit Lake,"801	",5610,43.44907,-122.13808,"170703020203	"
Summit Lk,"1194	",7615,41.48953,-118.99663,"160402021301	"
Summit Meadow,"1052	",9313,38.39747,-119.53522,"160503020203	"
Summit Ranch,"802	",9400,39.71796,-106.15802,"140100020502	"
Sun Pass,"1078	",5400,42.78637,-121.97715,"180102010602	"
Sunflower Flat,"1249	",10018,38.048,-111.33981,"140700030406	"
Sunset,"803	",5540,47.55545,-115.82422,"170103020102	"
Surprise Lakes,"804	",4290,46.09497,-121.76345,"170800020107	"
Susitna Valley High,"967	",375,62.13333,-150.04167,"190205050105	"
Suu Ranch,"1248	",8050,37.59711,-112.92949,"160300060306	"
Swamp Creek,"975	",3930,48.57142,-120.78267,"171100050503	"
Swan Lake Mtn,"1077	",6830,42.41323,-121.68002,"180102040802	"
Swede Peak,"805	",7640,43.626,-113.96887,"170402210301	"
Swift Creek,"1012	",4440,46.1638,-122.18402,"170800020304	"
Sylvan Lake,"806	",8420,44.47764,-110.15651,"100700010404	"
Sylvan Road,"807	",7120,44.47825,-110.03808,"100800120103	"
Tahoe City Cross,"809	",6797,39.17162,-120.15362,"160501010101	"
Tahtsa Lake,"1B02P	",4327,53.58333,-127.63333,"	"
Takka Wiiya,"1247	",9122,39.74104,-113.98262,"160203060804	"
Tamarack Summit,"TMR	",7550,37.165,-119.2,"180400060903	"
Taos Powderhorn,"1168	",11057,36.58203,-105.45611,"130201010701	"
Taylor Butte,"810	",5030,42.69108,-121.42592,"180102020606	"
Taylor Canyon,"811	",6325,41.2287,-116.0293,"170501050105	"
Taylor Green,"812	",5740,45.07707,-117.55067,"170601040502	"
Telaquana Lake,"1266	",1275,60.98243,-153.91772,"190304052303	"
Temple Fork,"1013	",7406,41.793,-111.54605,"160102030303	"
Tenaya Lake,"TNY	",8150,37.838,-119.448,"180400080107	"
Tenquille Lake,"1D06P	",5476,50.53333,-122.91667,"	"
Tepee Creek,"813	",8000,44.78562,-111.71,"100200070602	"
Teuchet Creek,"951	",1640,64.94583,-145.51667,"190803060301	"
Thaynes Canyon,"814	",9230,40.6235,-111.53322,"160201020101	"
Thistle Flat,"1226	",8787,39.23803,-111.51998,"160300040501	"
Three Creeks Meadow,"815	",5690,44.14425,-121.64095,"170703010601	"
Thumb Divide,"816	",7980,44.36917,-110.57717,"100700010409	"
Thunder Basin,"817	",4320,48.52753,-120.9895,"171100050702	"
Tie Creek,"818	",6870,44.81243,-107.41017,"100901010205	"
Timber Creek,"819	",7950,44.0274,-109.17879,"100800090210	"
Timberline,"1097	",8736,39.67712,-110.43395,"140600070903	"
Timpanogos Divide,"820	",8140,40.42817,-111.61633,"160202010802	"
Tinkham Creek,"899	",2990,47.33198,-121.46975,"171100120101	"
Tioga Pass Entry Station,"TES	",9945,37.911,-119.257,"180901010401	"
Tipton,"821	",5150,44.65567,-118.42617,"170502020101	"
Tizer Basin,"893	",6880,46.34937,-111.85308,"100301010701	"
Toe Jam,"1136	",7700,41.3187,-116.3408,"160401060202	"
Togwotee Pass,"822	",9580,43.74902,-110.0578,"100800010201	"
Tok,"2080	",1630,63.3532,-142.98164,"190803020903	"
Toketee Airstrip,"1044	",3240,43.22718,-122.42537,"171003010404	"
Tokositna Valley,"1089	",850,62.63,-150.77617,"190205020903	"
Tolby,"934	",10180,36.47493,-105.19468,"110800020107	"
Tony Grove Lake,"823	",8474,41.89833,-111.62957,"160102030304	"
Tony Grove RS,"1113	",6332,41.88573,-111.56918,"160102030304	"
Touchet,"824	",5530,46.11868,-117.8505,"170701020303	"
Tower,"825	",10500,40.53743,-106.6768,"140500010407	"
Townsend Creek,"826	",8700,42.69525,-108.89572,"100800030203	"
Trapper Lake,"827	",9700,39.99884,-107.2362,"140500050101	"
Tres Ritos,"1083	",8600,36.12778,-105.52714,"130201010903	"
Trial Lake,"828	",9992,40.678,-110.94873,"160202030102	"
Trinchera,"829	",10860,37.35328,-105.23233,"130100020601	"
Trinity,"1171	",2930,48.0747,-120.8493,"170200110302	"
Trinity Mtn.,"830	",7770,43.62903,-115.43818,"170501110703	"
Triple Peak,"831	",8500,42.76393,-110.5914,"140401010503	"
Trough,"832	",5480,47.23328,-120.29412,"170200100402	"
Trout Creek,"833	",9518,40.739,-109.6728,"140600100802	"
Truckee #2,"834	",6509,39.30087,-120.18407,"160501020204	"
Tsai Creek,"4B17P	",4491,54.63333,-127.66667,"	"
Tunnel Guard Station,"TUN	",8900,36.367,-118.288,"180300020101	"
Tuolumne Meadows,"TUM	",8600,37.873,-119.35,"180400090101	"
Turnagain Pass,"954	",1880,60.78043,-149.18325,"190203020406	"
Twelvemile Creek,"835	",5600,46.14287,-114.44755,"170102050601	"
Twin Lakes,"836	",6400,46.1438,-114.5056,"170102050601	"
Two Ocean Plateau,"837	",9240,44.15178,-110.22122,"170401010201	"
University Camp,"838	",10300,40.03279,-105.57615,"101900050401	"
Upper Burnt Corral,"UBC	",9700,37.183,-118.937,"180300100603	"
Upper Chena,"952	",2850,65.1,-144.93317,"190803060102	"
Upper Joes Valley,"1227	",8596,39.4155,-111.2491,"140600090201	"
Upper Rio Grande,"839	",9400,37.72194,-107.26015,"130100010106	"
Upper San Juan,"840	",10200,37.48576,-106.83535,"140801010203	"
Upper Taylor,"1141	",10640,38.99077,-106.75422,"140200010101	"
Upper Tsaina River,"1055	",1750,61.19112,-145.64807,"190201040203	"
Upper Tyndall Creek,"UTY	",11400,36.65,-118.397,"180300010102	"
Upper Wheeler,"841	",4330,47.28734,-120.37015,"170200100310	"
Usu Doc Daniel,"1098	",8270,41.86425,-111.50603,"160102010103	"
Ute Creek,"1005	",10650,37.61497,-105.37327,"130100020604	"
Vacarro Springs,"1137	",7890,39.4495,-115.9834,"160600051503	"
Vacas Locas,"1017	",9306,36.02635,-106.81362,"130202020102	"
Vail Mountain,"842	",10300,39.61676,-106.38006,"140100030102	"
Vallecito,"843	",10880,37.4851,-107.5068,"140801011105	"
Van Vleck,"VVL	",6700,38.945,-120.305,"180201290203	"
Van Wyck,"979	",4920,44.37665,-116.3366,"170501240902	"
Vernon Creek,"844	",7401,39.93667,-112.41478,"160203040102	"
Vienna Mine,"845	",8960,43.79942,-114.85273,"170602010201	"
Virginia Lakes Ridge,"846	",9445,38.07298,-119.23433,"160503010103	"
Volcanic Knob,"VLC	",10050,37.388,-118.903,"180400060101	"
Wager Gulch,"1188	",11100,37.88248,-107.3643,"140200020602	"
Wahleach Lake,"1D09P	",4619,49.21667,-121.56667,"	"
Waldron,"847	",5600,47.91998,-112.79087,"100302050102	"
Ward Creek #3,"848	",6745,39.13545,-120.21865,"160501010403	"
Ward Mountain,"849	",9200,39.13242,-114.95575,"150100110105	"
Warm Springs,"850	",7800,46.27368,-113.164,"170102010302	"
Waterhole,"974	",5010,47.94485,-123.42594,"171100200506	"
Webber Springs,"852	",9250,41.15946,-106.92714,"101800020406	"
Webster Flat,"853	",9203,37.575,-112.90155,"150100080101	"
Wells Creek,"909	",4030,48.8661,-121.78976,"171100040103	"
Weminuche Creek,"1160	",10740,37.51976,-107.32152,"140801020203	"
Wesner Springs,"854	",11120,35.77556,-105.5425,"130600010802	"
West Branch,"855	",5560,45.0722,-116.45413,"170501240201	"
West Woodchuck Meadow,"WWC	",9100,37.03,-118.918,"180300100604	"
West Yellowstone,"924	",6700,44.65866,-111.09199,"100200070205	"
Wet Meadows,"WTM	",8950,36.348,-118.572,"180300010302	"
Wheeler Peak,"1147	",10060,39.00995,-114.31021,"160203010801	"
Whiskey Ck,"857	",10220,37.21411,-105.12245,"110200100102	"
Whiskey Creek,"858	",6800,44.61088,-111.14998,"100200070203	"
Whiskey Park,"859	",8950,41.00289,-106.90848,"140500030102	"
White Elephant,"860	",7710,44.53267,-111.41085,"170402020305	"
White Horse Lake,"861	",7180,35.14202,-112.14915,"150602020204	"
White Mill,"862	",8700,45.04575,-109.90987,"100700060202	"
White Pass E.S.,"863	",4440,46.64142,-121.38153,"170300020301	"
White River #1,"864	",8641,39.9645,-110.98845,"140600070102	"
White Wolf,"WHW	",7900,37.859,-119.652,"180400090601	"
Widtsoe #3,"865	",9640,37.83633,-111.88163,"160300020403	"
Wild Basin,"1042	",9560,40.20105,-105.60248,"101900050202	"
Wildcat,"866	",7850,33.75835,-109.47973,"150601010109	"
Wildhorse Divide,"867	",6490,42.75743,-112.47783,"170402080504	"
Willow Creek,"868	",8080,42.81513,-110.83515,"170401050204	"
Willow Creek Pass,"869	",9540,40.34703,-106.09433,"140100010102	"
Willow Park,"870	",10700,40.43254,-105.73337,"101900060204	"
Wilson Creek,"871	",7120,42.01257,-115.00278,"170402130202	"
Windy Peak,"872	",7900,42.2802,-105.57816,"101800080802	"
Wolf Creek,"873	",5630,45.06703,-118.15192,"170502030601	"
Wolf Creek Summit,"874	",11000,37.47922,-106.8017,"140801010203	"
Wolf River Upper,"3B17P	",4665,49.7,-125.66667,"	"
Wolverine,"875	",7650,44.80417,-109.657,"100700060104	"
Wood Creek,"876	",5960,47.44847,-112.81428,"100301040202	"
Workman Creek,"877	",6900,33.81242,-110.91773,"150601030802	"
Wrigley Creek,"1228	",9327,39.13233,-111.35685,"140600090303	"
Yankee Reservoir,"1197	",8692,37.74797,-112.77495,"160300060202	"
Yanks Peak East,"1C41P	",5522,52.81667,-121.35,"	"
Yellowhead,"1A01P	",6060,52.9,-118.53333,"	"
Younts Peak,"878	",8350,43.93225,-109.81775,"100800130103	"
Zirkel,"1033	",9340,40.79488,-106.59535,"101800010202	"